Lname,Fname,Regiment,RankCasualtie,RankSoldier,Junk
BREBANT,FRANK,3325362,null,0
BRECKELL,ROBERT JAMES,74106,null,0
BREDON,ANTHONY,432166,null,0
BRENNAN,PETER AUSTIN,,null,0
BRENNEN,BERT,3207145,null,0
RG 150; Accession 1992-93/166; Box 1045 - 13,BRESLIN,P,null,0
BRESNAHAN,MATTHEW,59092,null,0
BRESNAN,THOMAS MAURICE,477103,null,0
RG 150; Accession 1992-93/166; Box 1045 - 32,BRESS,S,null,0
BRETON,JOSEPH,A/36101,null,0
BRETON,NAPOLEAN,448979,null,0
BREWER,CHARLES,491242,null,0
RG 150; Accession 1992-93/166; Box 1050 - 57,BREWER,S C,null,0
BREWER,WALTER REGINALD,687084,null,0
BREWIS,ROBERT WILLIAM,A/3076,null,0
BREWSTER,WILLIAM EVERETT,264384,null,0
BRICHTA,GEOFFREY JOSEPH OGILVIE,,null,0
BRIDEN,JAMES JOHN,I99045,null,0
RG 150; Accession 1992-93/166; Box 1057 - 43,BRIDGER,F A,null,0
BRIDGES,HENRY BERTRAM,135988,null,0
RG 150; Accession 1992-93/166; Box 1061 - 29,BRIERE,G,null,0
RG 150; Accession 1992-93/166; Box 1061 - 39,BRIERE,J A,null,0
BRIGDEN,PERCIVAL,27860,null,0
BRIGGS,NASSAU,406681,null,0
BRIGHT,ALBERT EDWARD,,null,0
BRIGHT,JOHN,406978,null,0
BRODDY,ROBERT J,2808,null,0
RG 150; Accession 1992-93/166; Box 1067 - 44,BRIGHT,S,null,0
BRILLANT,JEAN,,null,0
BRIMICOMBE,REGINALD SAMUEL,226244,null,0
BRIMMELL,ALBERT METHERELL,540316,null,0
BRINKWORTH,FREDERICK GEORGE,11560,null,0
 871812",RG 150; Accession 1992-93/166; Box 1073 - 7,EDGAR JOHN,null,0
BRISSON,GERARD,417208,null,0
BRITNELL,WILFRID THOMAS,2599978,null,0
BRITTAIN,FREDERICK JAMES,654421,null,0
BRITTON,JOHN,A/20488,null,0
BROAD,FREDERICK WILLIAM,710069,null,0
BROADBRIDGE,BARNABUS,405201,null,0
BROADWELL,BERYL WILLIAM,828264,null,0
BROADWORTH,PERCY MELVILLE,40142,null,0
BROCK,ALFRED WILLIAM,778703,null,0
BROCK,EMANUEL,441447,null,0
BROCK,FREDERICK WILLIAM,811395,null,0
BROCK,HERBERT ALFRED,A/24093,null,0
BROCKETT,FREDERICK EDWARD,746402,null,0
BRIGHT,JOHN,406978,null,0
RG 150; Accession 1992-93/166; Box 1091 - 2,BRODEUR,E,null,0
BROGDEN,FREDERICK,24575,null,0
BROHMAN,CLEMANCE,3206572,null,0
BROMAN,SALEM ERIC,I069531,null,0
BROMMELL,ROBERT BRUCE,1062,null,0
BROMMITT,GEORGE WILLIAM,248431,null,0
RG 150; Accession 1992-93/166; Box 1098 - 12,BROOKE,W S,null,0
BROOKE-SMITH,EDWARD CHARLES,16753,null,0
BROOKS,ALFRED JACOB,59099,null,0
BROOKS,CHARLES ALBERT,IO/3711,null,0
BROOKS,DAVID MILLARD (JACOB),344942,null,0
BROOKS,EARL,A/44117,null,0
RG 150; Accession 1992-93/166; Box 1104 - 5,BROOKS,F W,null,0
BROOKS,FRED LEVERN,1045610,null,0
BROOKS,FREDRICK RALPH,925010,null,0
BROOKS,JOHN GORDON,1090006,null,0
BROOKS,SAMUEL JOB,127835,null,0
BROSSARD,LEO ANTONIO,3159173,null,0
BROTHERTON,TOM,,null,0
BROUGH,HARRY,422843,null,0
BROUN,EMILLO,636106,null,0
BROUSE,HENRY EDWARD HARRY,342955,null,0
RG 150; Accession 1992-93/166; Box 1119 - 2,BROWER,W C,null,0
BROWN,ALASTAIR NORMAN,,null,0
BROWN,ALEX JOHN,1054029,null,0
BROWN,ALEXANDER RICHARD,818028,null,0
BROWN,ANDREW MCNAUGHTON,418031,null,0
BROWN,ARTHUR,A/20372,null,0
BROWN,CARL KNAPP,685101,null,0
BROWN,EDGAR JOHN,sso/96,null,0
RG 150; Accession 1992-93/166; Box 1135 - 27,BROWN,E A,null,0
BROWN,FRANK,A/28113,null,0
BROWN,FRED WILLIAM,552248,null,0
BROWN,FREDERICK,A/34193,null,0
BROWN,GEORGE,G3177,null,0
BROWN,GEORGE CASE,656842,null,0
BROWN,HERBERT,256076,null,0
BROWN,JACK IOOSOS,,null,0
BROWN,JAMES,1406,null,0
BROWN,JAMES GRAHAM,IO/123,null,0
BROWN,JAMES MILLER,77354,null,0
BROWN,JAY HAROLD,793496,null,0
BROWN,JOHN,G/6993,null,0
BROWN,JOSEPH,A/40424,null,0
BROWN,MCQ,622042,null,0
BROWN,MICHAEL,1006327,null,0
BROWN,MURDOCK MCDONALD,696318,null,0
BROWN,NORMAN JACKSON,228007,null,0
BROWN,RANDAL,955,null,0
BROWN,ROBERT DONALD,3080650,null,0
BROWN,ROBERT LOUIS PERRIN,463658,null,0
BROWN,ROBERTSON CYRIL,116199,null,0
RG 150; Accession 1992-93/166; Box 1176 - 37,BROWN,R S W,null,0
BROWN,SAMUEL,A/20371,null,0
BROWN,THOMAS GORDON,A/10756,null,0
BROWN,WILFRED EWART,453604,null,0
BROWN,WILLIAM GEORGE,A/20485,null,0
BROWNE,HOWARD IRWIN BROOK,180589,null,0
BROYAK,VLADIMIR,417944,null,0
BRUCE,CHARLES TUPPER,,null,0
BRUCE,FRANCIS GORE,3215592,null,0
RG 150; Accession 1992-93/166; Box 1198 - 36,BRUCE,G A,null,0
BRUMAGE,HERBERT,IOOO/73,null,0
BRUNEAU,GEORGES,120722,null,0
BRUNTON,GEORGE,A/40428,null,0
BRUNTON,REGINALD RUSTON,,null,0
BRUNTON,ROBERT,2692741,null,0
BRUNTON,WILLIAM,47495,null,0
BRYANT,HERBERT SYDNEY EDWIN,A/34101,null,0
BRYCE,CECIL ELMAS,A/10755,null,0
RG 150; Accession 1992-93/166; Box 1221 - 17,BRYCE,P J,null,0
BRYENTON,DAVID NEWTON,428117,null,0
BRYSON,JOHN WALTER ARTHUR,A/24110,null,0
BRYSON,WINSLOW,446650,null,0
BUCHAN,CHARLES,A/22202,null,0
BUCHANAN,FITZHERBERT PRICE,,null,0
BUCHANAN,WILLIAM,219950,null,0
BUCHANAN,WILLIAM JOHN,H/38002,null,0
BUCK,LE ROY MAITLAND,636711,null,0
BUCK,WILLIAM PERCY,810843,null,0
BUCKINGHAM,CLIFFORD,603029,null,0
BUCKLEY,COMELIUS ELIJAH,769395,null,0
BUCKLEY,ERNEST,A/380,null,0
BUCKLEY,EVERETT THOMAS EDWARD,172111,null,0
BUCKLEY,SIDNEY CHARLES,424623,null,0
RG 150; Accession 1992-93/166; Box 1243 - 40,BUCKNUM,F,null,0
BUDREO,RUSSELL CLEVELAND,246318,null,0
BULL,JAMES ALLISON,111081,null,0
BULLER,HAMILTON THOMAS,781028,null,0
BULLOCK WEBSTER,FRANK,,null,0
BUNCLARK,WALTER JAMES,339804,null,0
BUNKER,ALFRED,85284,null,0
BUNN,RAYMOND SPENCE,A/11034,null,0
BUNTAIN,,438991,null,0
BUNYAN,NICOL,183664,null,0
BURBANK,GUY,2157484,null,0
BURBRIDGE,EARDLEY LOFTIC,282335,null,0
BURCH,ARTHUR THOMAS,27,null,0
BURCHELL,JOSEPH CYRIL,2100651,null,0
BURCHELL,WILLIAM ERNEST,419026,null,0
BURDETT,CHARLES,A/24105,null,0
BURGE,CLIFFORD,31,null,0
BURGES,FRANK LACKLAN,71129,null,0
BURGESS,CLIFFORD,163245,null,0
BURGESS,EDWARD FRANCIS,,null,0
BURGESS,IVOR JOHN,A/20247,null,0
BURGESS,WILLIAM HARVEY,1575451,null,0
BURGOYNE,RAYMOND VICTOR,415417,null,0
BURKE,DONALD DOUGLAS,415274,null,0
BURKE,JOHN EDWARD,4737,null,0
BURKE,THOMAS,410751,null,0
BURLEY,JOE,859951,null,0
RG 150; Accession 1992-93/166; Box 1291 - 53,BURN,G,null,0
RG 150; Accession 1992-93/166; Box 1293 - 4,BURNES,H T,null,0
BURNES,WILLIAM ALBERT,454219,null,0
RG 150; Accession 1992-93/166; Box 1293 - 53,BURNET,E,null,0
BURNETT,ALAN WEST,IOO/223,null,0
RG 150; Accession 1992-93/166; Box 1294 - 36,BURNETT,J,null,0
BURNS,DE LONG,733324,null,0
BURNS,FULTON THOMAS,639704,null,0
RG 150; Accession 1992-93/166; Box 1308 - 11,BURNS,T H,null,0
BURNSIDE,ALEXANDER,132890,null,0
BURR,JOHN,A/10520,null,0
BURR,JOHN MAXWELL,802757,null,0
BURR,JOHN TROWSDALE,491363,null,0
BURROUGHS,GEORGE,20017,null,0
BURROWS,FREDERICK,220262,null,0
BURROWS,H J,453732,null,0
BURROWS,JOSEPH,414658,null,0
BURROWS,WILLIAM RICHARD,911494,null,0
BURSE,SIDNEY,139009,null,0
BURTON,GEORGE,420026,null,0
BURTON,LEONARD,A/36071,null,0
BURY,WILFRID ENTWISLE,108126,null,0
BUSHELL,NATHANIEL,925997,null,0
BUSHELL,SYDNEY,2378690,null,0
BUSK,INGEBRIGHT,791214,null,0
BUSS,ROBERT ARTHUR,163971,null,0
BUSSIERES,ERNEST,3348956,null,0
BUST,EDWARD,A29515,null,0
BUSTEED,EDWIN BATSFORD,645504,null,0
RG 150; Accession 1992-93/166; Box 1337 - 37,BUSTEED,F A,null,0
BUTCHART,ROLAND JAMES,463225,null,0
BUTCHER,LEONARD,10389163,null,0
BUTLER,CLIFFORD,244,null,0
BUTLER,ELLWOOD HAROLD,404287,null,0
BUTLER,JOSEPH HERBERT,McG/129,null,0
BUTLER,THOMAS,787151,null,0
BUTLER,THOMAS JOSEPH,297416,null,0
RG 150; Accession 1992-93/166; Box 1349 - 33,BUTLER,W O,null,0
BUTT,CHARLES HENRY,IO/5188,null,0
BUTTAZONI,ANTONIO,657019,null,0
BUXTON,CHARLES BENJAMIN,A/11113,null,0
BUYSSE,FIRMIN,687206,null,0
BYDE,WILLIAM FRANCIS,424637,null,0
RG 150; Accession 1992-93/166; Box 1359 - 55,BYFORD,W C,null,0
BYLES,WILLIAM ALBERT,678382,null,0
BYRNE,WILFRED,1230559,null,0
BYRNES,CARL AGUSTUS,823743,null,0
