Lname,Fname,Regiment,RankCasualtie,RankSoldier,Junk
KERR,WILLIAM GORDON,,Lieutenant,LT,0
KING,JOSEPH HENRY,,Captain,CPT,0
KNIGHT,EDWARD LEWIN,,Major,MAJ,0
LANE,MAITLAND PERCIVAL,,Lieutenant,LT,0
LEAN,HARRY GLADSTONE,,Lieutenant,LT,0
LEECH,HART,,Lieutenant,LT,0
LEFEBVRE,RENE,,Captain,CPT,0
LESLIE,EDWIN THORNTON,,Lieutenant,LT,0
LEWIS,JOHN SIMON,,Major,MAJ,0
LINES,ROLAND WALTER,,Lieutenant,LT,0
LIVINGSTONE,CHARLES DONALD,,Major,MAJ,0
LOGHRIN,SAMUEL MONTEITH,,Major,CPT,0
LONGMAN,JOHN MILLER,,Lieutenant,LT,0
LUMSDEN,WALTER GERALD,,Lieutenant,LT,0
LUTZ,ROY COURTNEY,,Lieutenant,LT,0
LYNCH,GEORGE DAVID,,Major,MAJ,0
MACDONALD,ARCHIBALD WALTER,,Lieutenant,LT,0
MACDONALD,GEORGE FRASER,,Lieutenant,LT,0
MACDONALD,JOHN ANGUS,,Lieutenant,LT,0
MACE,ARTHUR BELL ESTERFORD,,Lieutenant,LT,0
MACKENDRICK,GORDON KING,,Lieutenant,LT,0
MACKENZIE,KENNETH GORDON,,Major,LT,0
MACKINNON,IAN,,Captain,LT,0
MACLACHLAN,JAMES SILL,,Lieutenant,LT,0
MANTLE,ALFRED FRANK,,Major,MAJ,0
MARSHALL,WALTER SYDNEY,,Lieutenant,LT,0
MCCLEAVE,HARRY AUSTIN,,Lieutenant,LT,0
MCCOLL,LYMAN CLARK,,Lieutenant,LT,0
MCGIBBON,JOHN WALTER,,Lieutenant,LT,0
MCGINNIS,WILLIAM CLARK,,Lieutenant,LT,0
MCGREGOR,DUNCAN ALEXANDER,,Lieutenant,LT,0
MCKEOUGH,WILLIAM STEWART,,Major,LT,0
MCKNIGHT,LOCKSLEY,,Lieutenant,LT,0
MCLAREN,WILLIAM HUMPHREY,,Major,MAJ,0
MCLAUGHLIN,ARTHUR EDWARD,,Major,MAJ,0
MCLEAN,EDWARD BYRON,,Lieutenant,LT,0
MCLEOD,NORMAN GEORGE MORRISON,,Major,CPT,0
MCNEILL,JAMES,,Captain,CPT,0
MCTAGGART,HARRY JAMES,,Lieutenant,LT,0
MEREDITH,JOHN REDMOND,,Major,MAJ,0
MEWBURN,JOHN CHILTON,,Lieutenant,LT,0
MICHAEL,DUNCAN,,Major,MAJ,0
MICHELL,SYDNEY,,Lieutenant,LT,0
MILLER,ARNOLD FRASER,,Lieutenant,LT,0
MILN,ALEXANDER,,Major,MAJ,0
MITCHENER,JOHN ROY,,Lieutenant,LT,0
MONCREIFF,NORMAN HALLIDAY,,Major,MAJ,0
MONTGOMERY-CAMPBELL,HERBERT,,Lieutenant,LT,0
MOORE,HERBERT EDWARD,,Lieutenant,LT,0
MOREAU,HENRI HERVE,,Lieutenant,LT,0
MORENCY,AUGUSTE ISAIE,,Lieutenant,LT,0
MORGAN,WILLIAM,,Second Lieutenant,LT,0
MORKILL,FRANCIS EDWARD,,Captain,CPT,0
MORRIS,FRANCIS WILLIAM,,Lieutenant,LT,0
MORRISON,DAVID,,Lieutenant,LT,0
MORTON,ARTHUR ERNEST BERNARD,,Lieutenant,LT,0
MOWAT,JOHN MCDONALD,,Major,MAJ,0
MURRAY,HARCOURT AMORY,,Major,CPT,0
MUSSELL,JOHN CLARENCE,,Captain,CPT,0
NEVITT,BERTRAM TSCHUDI,,Lieutenant,LT,0
NEWMAN,FRANK ROSS,,Captain,LT,0
NICHOLS,RAYMOND WILLIAM,,Captain,CPT,0
NOTMAN,WILLIAM RUSSELL,,Lieutenant,LT,0
OAKES,CHARLES ELWOOD,,Lieutenant,LT,0
OLDHAM,JAMES HENRY,,Captain,CPT,0
OLIVER,ALLEN,,Lieutenant,LT,0
OLIVER,FREDERICK WILLIAM,,Major,LT,0
OUTERSON,JOSEPH,,Lieutenant,LT,0
PARR,CLAYTON BOWERS,,Major,MAJ,0
PARTINGTON,CHARLES THOMAS,,Major,MAJ,0
PEACH,PERCY WALTER,,Lieutenant,LT,0
PEARCE,WALTER KING,,Lieutenant,LT,0
PELLETIER,RENE ARCHER,,Lieutenant,LT,0
PETERMANN,WILFRED FERRIER,,Major,MAJ,0
PHILBRICK,BERTIE RAYMOND,,Captain,CPT,0
PIERCY,HAROLD EUSTACE,,Lieutenant,LT,0
PIKE,CLAUDE WELLINGTON,,Lieutenant,LT,0
PINKHAM,ERNEST FREDERICK,,Captain,CPT,0
PONTON,JOHN RONALD,,Lieutenant,LT,0
PRESCOTT,JOSEPH HAMMILL,,Lieutenant,LT,0
PRICE,JAMES SANFORD,,Lieutenant,LT,0
PUE,WILLIAM HOWSON,,Lieutenant,LT,0
PUNNETT,HUBERT GORDON,,Lieutenant,LT,0
PURVES,GEORGE,,Major,CPT,0
RANKIN,FRANKLIN SHARP,,Lieutenant,LT,0
REEDMAN,WILLIAM EDWARD,,Lieutenant,LT,0
REID,ADAM ERNEST,,Lieutenant,LT,0
REID,GEORGE ALEXANDER,,Major,CPT,0
RENAUD,ALEXANDER LOGIE HOWARD,,Major,MAJ,0
RENOUF,EDWARD,,Lieutenant,LT,0
REYNOLDS,ERNEST ALFRED,,Lieutenant,LT,0
RICE,ROBERT STACEY,,Lieutenant,LT,0
RICHARDSON,JOSEPH,,Lieutenant,LT,0
ROBINSON,JOSEPH WILLIAM GEORGE,,Lieutenant,LT,0
ROGERS,ALBERT GEORGE,,Lieutenant,LT,0
ROSS,JOHN ALEXANDER,,Major,MAJ,0
ROSS,RODERICK ARTHUR,,Lieutenant,LT,0
ROTHNIE,GEORGE,,Major,LT,0
ROUTLEDGE,ALLAN,,Lieutenant,LT,0
RUSH,CRAWFORD THOMAS,,Lieutenant,LT,0
RYERSON,JOHN EGERTON,,Captain,LT,0
SALE,GORDON NICHOLSON,,Lieutenant,LT,0
SANGSTER,HENRY WALKER,,Captain,CPT,0
SCOTT,GEORGE HERBERT,,Lieutenant,LT,0
SCOTT,HENRY HUTTON,,Captain,CPT,0
SEARS,ARCHIBALD ARTHUR,,Captain,CPT,0
SHEPHERD,MARTIN LOUIS,,Major,MAJ,0
SIMPSON,STEWART BASIL,,Lieutenant,LT,0
SMITH,CECIL PARKER,,Lieutenant,LT,0
SMITH,HENRY ALBERT,,Lieutenant,LT,0
SMITH,MURRAY TURLEY,,Lieutenant,LT,0
SNADDON,ANDREW JOHNSTON,,Major,MAJ,0
SNEATH,THOMAS HERBERT,,Lieutenant,LT,0
SNOW,GEOFFREY ALLAN,,Lieutenant,LT,0
SPENCE,ROBERT JOHN,,Lieutenant,LT,0
SPLANE,HOWARD MYLNE,,Major,MAJ,0
STAIRS,GAVIN LANG,,Captain,CPT,0
STAIRS,JOHN CUTHBERT,,Captain,LT,0
SUMPTION,JOHN FRANCIS,,Major,MAJ,0
SWAIN,LEONARD RUBEN,,Lieutenant,LT,0
TAYLOR,ARTHUR,,Lieutenant,LT,0
THOM,ERNEST COLIN,,Lieutenant,LT,0
THOMSON,ROBERT MCDONNELL,,Lieutenant Colonel,LCL,0
TODD,BERTRAM GRIEVE,,Lieutenant,LT,0
TOWERS,NORMAN EWART,,Captain,CPT,0
TRACY,THOMAS LEONARD,,Lieutenant,LT,0
TUCK,WILLIAM SINCLAIR,,Captain,CPT,0
TUPPER,JAMES HOWARD,,Major,MAJ,0
TURNBULL,WALTER JAMES,,Captain,LT,0
TWISS,ROBERT DUDLEY,,Lieutenant,LT,0
VINCENT,CHARLES JOHN,,Lieutenant,LT,0
WALKER,AUSTIN HARRY,,Lieutenant,LT,0
WALKER,JOSEPH TACKABERRY,,Lieutenant,LT,0
WALKER,STANLEY,,Captain,CPT,0
WALLACE,JOHN GEORGE,,Lieutenant,LT,0
WALSH,THOMAS MORROW,,Lieutenant,LT,0
WARD,JOHN WILLIAM,,Lieutenant,LT,0
WATSON,WILLIAM WALLACE,,Second Lieutenant,LT,0
WEAR,JAMES SYMINGTON,,Captain,CPT,0
WELCH,ERNEST HAVELOCK,,Lieutenant,LT,0
WELLS,GERALD EDWIN,,Lieutenant,LT,0
WHITAKER,HERBERT ATHERTON,,Lieutenant,LT,0
WILLARD,WILLIAM HARTLEY,,Lieutenant,LT,0
WILLIAMS,ALMAN CLARE,,Major,MAJ,0
WILLIAMS,CLARENCE EARL,,Captain,CPT,0
WILLIAMS,JAMES WILLIAM,,Lieutenant,LT,0
WILLISON,WILLIAM TAYLOR,,Lieutenant,LT,0
WILLSON,MAJOR PERCY,,Lieutenant,LT,0
WILSON,CHARLES BLAIR,,Major,MAJ,0
WILSON,WILLIAM ROBERT,,Lieutenant,LT,0
WILSON,WILLIAM WEBSTER,,Captain,CPT,0
WINGOOD,ALLAN CHARLES,,Captain,CPT,0
WOODCOCK,FRANK SYDNEY,,Lieutenant,LT,0
WRIGHT,BENSON,,Lieutenant,LT,0
WRIGHT,JOSHUA STANLEY,,Major,MAJ,0
YOUNG,SAMUEL LESLIE,,Lieutenant,LT,0
AITKEN,ROBERT FREDERICK,,Lieutenant,LT,0
ALLEN,ARTHUR SPENCER,,Captain,CPT,0
ARMSTRONG,JOHN DOUGLAS,,Lieutenant,LT,0
ASHCROFT,LANCELOT EDGAR,,Lieutenant,LT,0
BAKER,CHARLES WILLIAM,,Captain,CPT,0
BANFIELD,THOMAS HENRY,,Lieutenant,LT,0
BECHRAFT,THOMAS,,Lieutenant,LT,0
BECK,GUY ARMSTRONG,,Lieutenant,LT,0
BECKETT,SAMUEL GUSTAVUS,,Lieutenant Colonel,LT,0
BELL,ROBERT FLEMING,,Lieutenant,LT,0
BENSON,SAMUEL PERCY,,Lieutenant,LT,0
BENTLEY,DAVID BENJAMIN,,Major,MAJ,0
BLACK,ALEXANDER,,Lieutenant,LT,0
BLACK,DAVID CHRISTIE,,Major,CPT,0
BLACK,ROBERT JOHN,,Major,CPT,0
BLOIS,HARRY MORRIS,,Lieutenant,LT,0
BOLE,LAWRENCE FRANCIS GARTNER,,Lieutenant,LT,0
BOORNE,GEORGE HOWARD,,Second Lieutenant,LT,0
BOUCHER,WILLIAM ROBERT,,Lieutenant,LT,0
BOULTER,HARRY STEWART,,Captain,LT,0
BOYD,JAMES WILLIAM,,Lieutenant,LT,0
BOYES,DAVID ALEXANDER,,Lieutenant,LT,0
BROAD,WILLIAM EDWARD LEE,,Lieutenant,LT,0
BROWN,EDMUND GORDON,,Lieutenant,LT,0
BROWN,FREDERICK RUYTER,,Lieutenant,LT,0
BROWN,GEORGE THOMAS,,Lieutenant,CPT,0
BRYDON,ROBERT GEORGE HOWIE,,Major,MAJ,0
BUSH,WALTER CLARENCE,,Lieutenant,LT,0
BUTSON,WILLIAM GEORGE,,Lieutenant,LT,0
CALLAGHAN,THOMAS HUGH,,Major,LT,0
CAMERON,IAN MCKENZIE,,Lieutenant,LT,0
CAMERON,WILLIAM ALEXANDER,,Major,MAJ,0
CAMPBELL,COLIN STANLEY,,Lieutenant,LT,0
CAMPBELL,DANIEL GORDON,,Captain,CPT,0
CAMPBELL,KENNETH ARCHIBALD,,Lieutenant,LT,0
CAMPBELL,WILLIAM ARCHIBALD,,Lieutenant,LT,0
CARRUTHERS,THOMAS FREDERICK,,Lieutenant,LT,0
CHALK,WILLIAM JOSEPH,,Lieutenant,LT,0
CHRISTIE,JOHN HATCHELL HALLIDAY,,Lieutenant,LT,0
CHURCHILL,ALFRED SNOW,,Lieutenant,LT,0
CLARKSON,MAURICE ARUNDEL,,Lieutenant,LT,0
COLQUHOUN,FREDERICK GIBSON,,Lieutenant,LT,0
COOK,WILLIAM LEA,,Lieutenant,LT,0
COOPER,CHARLES EDWIN,,Major,CPT,0
CORDINER,RICHARD CHARLES,,Lieutenant,LT,0
CORNELL,ARCHIBALD CLAYTON,,Lieutenant,LT,0
COSTIGAN,JOHN FRANCIS,,Major,CPT,0
CRITCHLEY,JOHN ASHETON,,Major,MAJ,0
CUMMING,JAMES DOUGLAS,,Lieutenant,LT,0
CURRY,WALTER EYRE,,Major,CPT,0
DASHWOOD,JOHN LOVELL,,Major,CPT,0
DAWSON,HOWARD CHARLES,,Lieutenant,LT,0
DEMPSEY,JAMES DANIEL,,Lieutenant,LT,0
DENNIS,ERIC REGINALD,,Captain,CPT,0
DOBLE,JOHN JAMES,,Lieutenant,LT,0
DOWER,ALEXANDER,,Lieutenant,LT,0
DUCHARME,LOUIS JOSEPH OVIDE,,Lieutenant Colonel,MAJ,0
DUGIT,ROBERT LOUIS,,Major,LT,0
DUNCAN,ANDREW WARWICK,,Lieutenant,LT,0
ELLIOTT,JOHN MCCREARY,,Lieutenant,LT,0
ELSLEY,LLOYD,,Lieutenant,LT,0
FAITHFULL,GORDON CHAMBERLAIN,,Lieutenant,LT,0
FAWCETT,JAMES HOWARD,,Lieutenant,LT,0
FINLAYSON,RODERICK HAMILTON,,Lieutenant,LT,0
FORBES,DONALD BROTCHIE,,Lieutenant,LT,0
FORNERI,DAVID ALWYN,,Lieutenant,LT,0
FOSTER,JOHN,,Lieutenant,LT,0
GALWAY,JOHN CAMPBELL,,Major,MAJ,0
GIDONY,FRANCESCO,,Lieutenant,LT,0
GLASGOW,IRA HYDE,,Lieutenant,LT,0
GOOSSENS,FRANK WILLIAM,,Captain,CPT,0
GORRELL,CHARLES WILLSON FARRAN,,Colonel,LCL,0
GREGORY,WILLIAM HENDERSON,,Lieutenant,LT,0
GUILD,WILLIAM FORBES,,Captain,CPT,0
HALLISEY,JOHN FRANCIS,,Lieutenant,LT,0
HANLEY,GEORGE TYNDALL,,Lieutenant,LT,0
HARRISON,WILLIAM,,Lieutenant,LT,0
HAWKINS,KENNETH BELMONT,,Lieutenant,LT,0
HENDERSON,RICHARD ARTHUR,,Lieutenant,LT,0
HENDERSON,ROBERT,,Lieutenant,LT,0
HERON,GORDON RUTHVEN,,Major,MAJ,0
HETHERINGTON,HUGH,,Lieutenant,LT,0
HEWETSON,SAMUEL WILLIAMSON,,Lieutenant Colonel,LCL,0
HEWSON,CHARLES DOUGLAS,,Lieutenant,LT,0
HILL,HAROLD FREDERICK,,Captain,CPT,0
HINDS,FRANK EUGENE,,Lieutenant,LT,0
HOOPER,WALTER THOMAS,,Major,CPT,0
HOSIE,ROBERT JAMES,,Lieutenant,LT,0
HOULDSWORTH,EDGAR,,Lieutenant,LT,0
HUME-STORER,JOHN CAMERON,,Captain,LT,0
HUNTER,JAMES,,Lieutenant,LT,0
HUTCHINS,HORACE,,Major,MAJ,0
HUTCHINSON,FREDERICK MELLOR,,Captain,CPT,0
JARMAN,HARRY LOVE,,Captain,LT,0
JELLETT,LAURENCE GRAY,,Lieutenant,LT,0
JOHNSTON,LYELL CORSON,,Lieutenant,LT,0
JOLLIFFE,REGINALD HEBER MANNING,,Lieutenant,LT,0
JONES,HERBERT,,Major,MAJ,0
JONES,JOHN ELLINGTON,,Lieutenant,LT,0
JONES,RICHARD WILLIAM FISHER,,Major,CPT,0
JONES,ROY VICTOR,,Lieutenant,LT,0
JONES,STUART,,Private,,0
JOY,EDWARD WARE,,Major,MAJ,0
KAPPELE,ERNEST REECE,,Lieutenant,LT,0
KEATING,PERCY FIRMIN,,Captain,CPT,0
KELLY,JAMES FRANCIS,,Lieutenant,LT,0
KEMBALL,ARNOLD HENRY GRANT,,Lieutenant Colonel,LCL,0
KENT,STANLEY HORNSBY,,Captain,CPT,0
LAMONTAGNE,CHARLES HORACE,,Major,MAJ,0
LANGSTAFF,JAMES MILES,,Major,MAJ,0
LAWSON,GEORGE WILLIAM,,Lieutenant,LT,0
LEGGO,AYTON RICHEY,,Lieutenant,LT,0
LEONARD,EDWIN WOODMAN,,Lieutenant Colonel,LCL,0
LESTER,JOHN WILLIAM,,Lieutenant,LT,0
LEWIS,HENRY FRANCIS,,Lieutenant,LT,0
LINEHAM,ALBERT,,Lieutenant,LT,0
LITTLE,JAMES HECTOR,,Lieutenant,LT,0
LOVELAND,HENRY,,Lieutenant,LT,0
LUCAS,FREDERICK TRAVERS,,Major,MAJ,0
LYNCH-STAUNTON,GEOFFREY,,Second Lieutenant,LT,0
MACDONALD,ALEXANDER FARQUHAR,,Lieutenant,LT,0
MACDONALD,JOHN ROBERT,,Lieutenant,LT,0
MACGREGOR,HAROLD PHILIP,,Lieutenant,LT,0
MACKIE,ARTHUR GEORGE,,Lieutenant,LT,0
MACMILLAN,MICHAEL ALLAN,,Lieutenant,LT,0
MALCOLM,ALEXANDER,,Lieutenant,LT,0
MANLEY,JOHN FITZPAYNE,,Lieutenant,LT,0
MANNING,FREDERICK CHARLES,,Lieutenant,LT,0
MASON,HARRY DENVER,,Lieutenant,LT,0
MAWHINNEY,WILLIAM LEE,,Lieutenant,LT,0
MAXWELL,GEORGE HERBERT,,Major,MAJ,0
MAY,GEORGE GEOFFREY,,Lieutenant,LT,0
MCCARTHY,RAE BRYDON,,Lieutenant,LT,0
MCCORMICK,ARTHUR BEAMER,,Captain,LT,0
MCDONALD,HERBERT DANIEL,,Lieutenant,LT,0
MCGOWEN,FRANK FERNIE,,Lieutenant,LT,0
MCKENZIE,WALTER WAKE,,Captain,CPT,0
MCLEAN,WILLIAM JOHN,,Lieutenant,CPT,0
MCLENNAN,JOHN DONALD,,Lieutenant,LT,0
MCLEOD,RODERICK CAMPBELL,,Lieutenant Colonel,LCL,0
MCMURTRY,ERIC OGILVIE,,Major,MAJ,0
MCPHEE,MURDOCK NEIL,,Captain,CPT,0
MCRAE,DUNCAN JOHN,,Lieutenant,LT,0
MERCER,ANDREW ROBERT,,Lieutenant,LT,0
MILBURN,GEORGE NOBLE,,Lieutenant,LT,0
MINCHINTON,GORDON EDWARD,,Lieutenant,LT,0
MITCHELL,GARNET LESLIE,,Lieutenant,LT,0
MOLLOY,WILLIAM,,Lieutenant,LT,0
MORGAN,JOHN,,Lieutenant,LT,0
MORRIS,BASIL MENZIES,,Lieutenant,LT,0
MORRIS,CHARLES,,Lieutenant,LT,0
MORRISON,CHARLES SANGSTER MCLEOD,,Lieutenant,LT,0
MULHOLLAND,GEORGE BUCHANAN,,Lieutenant,LT,0
MULLANEY,MAURICE JAMES,,Lieutenant,LT,0
MUNN,DANIEL ELLSWORTH,,Captain,CPT,0
MURRAY,DANIEL,,Private,MAJ,0
MURRAY,TOLFORD HAMILTON,,Lieutenant,LT,0
NELSON,GREGORY VINCENT,,Major,CPT,0
NEW,JOHN WILLIAM,,Lieutenant,LT,0
NICHOLSON,HARRY REID,,Lieutenant,LT,0
NISBET,ALEXANDER GOODWIN,,Lieutenant,LT,0
NORMAN,AUGUSTIL PHILIP,,Major,CPT,0
NORSWORTHY,ALFRED JAMES,,Lieutenant,LT,0
ODLUM,STANLEY JACK,,Lieutenant,LT,0
PARKE,GEORGE REGINALD,,Lieutenant,LT,0
PAWLEY,NORMAN HOWARD,,Lieutenant,LT,0
PEARCE,GORDON MACKENZIE,,Lieutenant,LT,0
PEPLER,STANLEY JAMES,,Lieutenant,LT,0
PERRATON,FREDERICK ARNOTT,,Lieutenant,LT,0
PIERCE,BENJAMIN CLIFFORD,,Lieutenant,LT,0
RAMSAY,LISLE CRADDOCK,,Lieutenant,LT,0
RAND,EDWIN ARTHUR,,Lieutenant,LT,0
RAYMOND,FREDERICK COURTNEY,,Lieutenant,LT,0
REDDOCK,WILLIAM ADAM,,Lieutenant,LT,0
REID,GEORGE,,Lieutenant,LT,0
RICHARD,LAWRENCE BROWN,,Lieutenant,LT,0
RICHARDS,EARLE GORDON,,Lieutenant,LT,0
ROBB,JAMES THOMPSON,,Lieutenant,LT,0
ROGERS,GARFIELD REDMAN,,Lieutenant,LT,0
ROSS,ARTHUR MCKAY,,Major,MAJ,0
ROSS,JOSEPH,,Captain,CPT,0
ROSS,WILLIAM GEORGE,,Lieutenant,LT,0
RUGGLES,RONALD TAYLOR,,Captain,CPT,0
SARE,HARRY FRANK,,Major,MAJ,0
SAVAGE,EDWIN GEORGE,,Lieutenant,LT,0
SCOTT,ANDREW,,Lieutenant,LT,0
SHEFFIELD,GEOFFREY,,Lieutenant,LT,0
SHIPMAN,CHARLES SIMPSON,,Major,MAJ,0
SIMPSON,FRED IRWIN,,Captain,CPT,0
SINCLAIR,JAMES,,Lieutenant,LT,0
SLADEN,REGINALD LAWRENCE,,Lieutenant,LT,0
SPINKS,RICHARD COUPLAND,,Lieutenant,LT,0
STALKER,ROBERT ALEXANDER,,Lieutenant,LT,0
STARR,RUPERT KELSON,,Lieutenant,LT,0
STAUFFER,JOSEPH EMMETT,,Lieutenant,LT,0
STEVENSON,JAMES LLOYD,,Lieutenant,LT,0
STEWART,ROBERT WILLIAM,,Lieutenant,LT,0
STORER,JOHN HENRY,,Lieutenant,LT,0
STOREY,DUNCAN STEWART,,Major,MAJ,0
SWANSON,JOHN KING,,Captain,LT,0
SWEET,JOHN HALES,,Major,MAJ,0
TEED,HUGH MARINER,,Lieutenant,LT,0
THOMPSON,CHARLES EVERETT,,Lieutenant,LT,0
THOMPSON,WILLIAM PERCY,,Lieutenant,LT,0
THOMSON,WILLIAM DAVIDSON,,Lieutenant,LT,0
TINKESS,IVAN WELLINGTON,,Lieutenant,LT,0
TINLING,CHARLES BURNABY,,Lieutenant,LT,0
TOOKER,NOEL LONGFIELD,,Captain,LT,0
TRIMMER,ALFRED SYER,,Major,MAJ,0
VICKERS,THOMAS NEWELL,,Lieutenant,LT,0
VICKERY,GEORGE,,Lieutenant,LT,0
WALKER,NORMAN EDEN,,Lieutenant,LT,0
WALLACE,ERNEST DONALD,,Lieutenant,LT,0
WALLACE,JAMES HUTTON,,Lieutenant,LT,0
WALLACE,ROBERT EUGENE,,Major,MAJ,0
WANSBROUGH,CHARLES VIVIAN,,Major,CPT,0
WILKINSON,JOHN TAYLOR,,Lieutenant,LT,0
WILLIAMS,WELLAND GRANGE,,Lieutenant,LT,0
WILSON,JOSEPH HAROLD,,Lieutenant,LT,0
WINSLOW,JASPER ANDREW,,Captain,LT,0
YOUNGS,JOHN LANT,,Lieutenant,LCL,0
ABBOTT,CECIL JAMES,,Lieutenant,LT,0
ADAMS,COLEMAN BOYD,,Lieutenant,LT,0
ALLIN,ELTON CULBERT,,Lieutenant,LT,0
AMBERY,GEORGE EDWARD,,Lieutenant,LT,0
ANDERSON,HUGH CALDWELL,,Captain,CPT,0
ANDERSON,TULLY WALLACE,,Lieutenant,LT,0
ARNOTT,ALEXANDER MONTGOMERY WILSON,,Lieutenant,LT,0
BALL,ERNEST SMYTH,,Lieutenant,LT,0
BAY,WILLIAM BRADLEY,,Lieutenant,LT,0
BECKETT,AUSTIN ARLINGTON,,Lieutenant,LT,0
BELCHER,CHARLES STUART,,Major,CPT,0
BERTRAM,AIMERS STIRLING,,Lieutenant,LT,0
BERTRAND,LANCELOT JOSEPH,,Lieutenant,LT,0
BIBBY,ARTHUR HILGROVE,,Captain,CPT,0
BIGWOOD,PAUL HERRICK,,Lieutenant,LT,0
BILSLAND,WILLIAM,,Lieutenant,LT,0
BINKLEY,BASIL WARD,,Lieutenant,LT,0
BIRCH,CHARLES WILLIAM,,Major,CPT,0
BORROWMAN,ANDREW,,Lieutenant,LT,0
BOYLE,MAHLON LAMBERT,,Major,CPT,0
BRADLEY,WILLIAM FERGUSON,,Major,CPT,0
BROADFOOT,DANIEL JAMES,,Lieutenant,LT,0
CALL,GEORGE WALTER,,Lieutenant,LT,0
CAMPBELL,HARRY DAVIES,,Captain,CPT,0
CATTELL,REGINALD PERCY,,Lieutenant,LT,0
CHALMERS,ADAM PEDEN,,Captain,CPT,0
CHIPMAN,NATHAN LEWIS,,Lieutenant,LT,0
CLARK,LEWIS EMERSON,,Captain,CPT,0
CLARKSON,DAVID BIRRELL,,Lieutenant,LT,0
CLIFTON,WILLIAM POWELL,,Lieutenant,LT,0
CLIPPERTON,WILLIAM HENRY,,Lieutenant,LT,0
COLE,CHARLES EDWARD,,Lieutenant,LT,0
COMBE,ROBERT GRIERSON,,Lieutenant,LT,0
COOKE,GERALD CHARLES NORTHCOTT,,Lieutenant,LT,0
COOMBE,EWART HENRY,,Lieutenant,LT,0
COOPER,WALTER JOHN,,Lieutenant,LT,0
CORBETT,EDGAR CHARLES,,Lieutenant,LT,0
COWEN,EDWIN,,Captain,LT,0
CREIGHTON,GEORGE GILLESPIE,,Lieutenant,LT,0
CROMBIE,CHARLES STUART GRENVILLE,,Lieutenant,LT,0
CROWTHER,WILLIAM BEVERLEY,,Major,CPT,0
DALE,CLARENCE RUSSELL,,Captain,LT,0
DARBYSHIRE,LIONEL CHARLES,,Lieutenant,LT,0
DAUPHINEE,OWEN GATES,,Lieutenant,CPT,0
DAVIS,EDWARD FRANK,,Lieutenant,LT,0
DAVIS,REGINALD WILLIAM,,Major,MAJ,0
DAVISON,EDWARD,,Lieutenant,LT,0
DAWSON,HERBERT BENJAMIN,,Major,MAJ,0
DODWELL,GEORGE WORSLEY MAGOR,,Lieutenant,LT,0
DOLMAN,GARNET VICTOR,,Lieutenant,LT,0
DORAN,FRANK BEECHER,,Lieutenant,LT,0
DRUMMOND,LINDSAY,,Lieutenant,LT,0
EATON,THOMAS ALDEN,,Lieutenant,LT,0
FISHER,JOHN THOMPSON,,Lieutenant,LT,0
FOLKINS,HARRY ALLISON,,Major,MAJ,0
FOTHERINGHAM,JOHN BEVERIDGE,,Lieutenant,LT,0
FRAME,WILLIAM LAYTON,,Lieutenant,LT,0
FULTON,PARKER ALONZO,,Lieutenant,LT,0
GARBUTT,SARAH ELLEN,,Nursing Sister,NS,0
GARTSIDE,JOSEPH ARTHUR,,Lieutenant,LT,0
GELL,EWAN VICTOR,,Lieutenant,LT,0
GERMAIN,HARRY EDGAR,,Lieutenant,LT,0
GOOCH,FREDERICK JOHN,,Lieutenant,LT,0
GORDON,MAITLAND LOCKHART,,Captain,CPT,0
GOVAN,WALTER TAIT,,Lieutenant,LT,0
GREEN,WILLIAM ROBERT,,Major,MAJ,0
GUNNING,ROY HENRY,,Major,MAJ,0
HALL,GEORGE OSBORNE,,Captain,CPT,0
HAMBER,HAROLD BALLENY,,Captain,CPT,0
HAMILTON,HENRY EDWARD REDMOND,,Captain,CPT,0
HANLAN,EDWARD GORDON,,Lieutenant,LT,0
HANNAFORD,JOHN HAINES,,Lieutenant,LT,0
HANSON,JOHN CLARENCE,,Lieutenant,LT,0
HARTNEY,JAMES CUTHBERT,,Lieutenant,LT,0
HEMSLEY,FRANCIS HENRY,,Lieutenant,LT,0
HENDERSON,JAMES,,Captain,LT,0
HENRY,HUGH DONALD,,Lieutenant,LT,0
HENRY,LEWIS BROCK,,Captain,CPT,0
HOCKIN,FREDERICK,,Lieutenant,LT,0
HOLLAND,WALTER CLUNY STEWART,,Lieutenant,LT,0
HOWARD,WILLIAM JESSE EDWARD,,Captain,CPT,0
HUOT,LUCIEN ROGER,,Lieutenant,LT,0
HUTCHISON,THOMAS WILSON,,Lieutenant,LT,0
HUXHAM,WILLIAM SPENCER,,Lieutenant,LT,0
JARVIS,LEONARD CHARLES,,Lieutenant,LT,0
JEPSON,HENRY ROTHWELL,,Lieutenant,LT,0
JOHNSON,PERCY EDWARD,,Lieutenant,LT,0
JOHNSTON,GEORGE,,Private,,0
JOHNSTONE,LAWRENCE,,Major,MAJ,0
JOSLYN,HAROLD WADDELL,,Lieutenant,LT,0
KAY,JAMES,,Lieutenant,LT,0
KENNEDY,ALEXANDER,,Lieutenant,LT,0
KENNY,NELSON CLARKE,,Lieutenant,LT,0
LAIRD,JOHN HEWITT,,Lieutenant,LT,0
LAURIE,JAMES GORDON,,Captain,LT,0
LAYCOCK,JOHN SCATCHERD,,Captain,CPT,0
LEARMONTH,OKILL MASSEY,,Major,MAJ,0
